folder,network,DenseNum,DropOut,FreezePercentage,BatchSize,epoch,accuracy,precision,sensitivity,specificity,f1_score,npv,mcc,auc,tn,fp,fn,tp,runtime,val_accuracy,val_precision,val_sensitivity,val_specificity,val_f1_score,val_npv,val_mcc,val_auc,val_tn,val_fp,val_fn,val_tp,val_runtime
1,InceptionV3,128,0.3,0.3,32,4,0.8838541507720947,0.8850393891334534,0.878125011920929,0.885937511920929,0.8813324570655823,0.8797478079795837,0.7643734812736511,0.9540095329284668,1701.0,219.0,234.0,1686.0,39.797109603881836,0.7458333373069763,0.7432712316513062,0.7479166388511658,0.7416666746139526,0.7455769181251526,0.7463710308074951,0.48963114619255066,0.8122069835662842,356.0,124.0,121.0,359.0,1.1432874202728271
2,InceptionV3,128,0.3,0.3,32,14,0.9942708611488342,0.9942708611488342,0.9942708611488342,0.9942708611488342,0.9942708611488342,0.9942708611488342,0.9885416626930237,0.9998689889907837,1909.0,11.0,11.0,1909.0,76.52218627929688,0.7833333611488342,0.7833333611488342,0.7833333611488342,0.7833333611488342,0.7833332419395447,0.7833333611488342,0.5666666626930237,0.8533462882041931,376.0,104.0,104.0,376.0,1.0460009574890137
3,InceptionV3,128,0.3,0.3,32,13,0.9942708611488342,0.9937532544136047,0.9942708611488342,0.9937499761581421,0.9940302968025208,0.9942530393600464,0.988043487071991,0.9998605847358704,1908.0,12.0,11.0,1909.0,71.818608045578,0.7541666626930237,0.7541666626930237,0.7541666626930237,0.7541666626930237,0.7539625763893127,0.75458824634552,0.5083638429641724,0.81877601146698,362.0,118.0,118.0,362.0,1.058326244354248
4,InceptionV3,128,0.3,0.3,32,14,0.9911458492279053,0.9906445145606995,0.9927083253860474,0.9906250238418579,0.9916827082633972,0.9927083253860474,0.9833648800849915,0.9998365640640259,1902.0,18.0,14.0,1906.0,76.03164410591125,0.7791666388511658,0.7791666388511658,0.7791666388511658,0.7791666388511658,0.779166579246521,0.7791666388511658,0.5583333373069763,0.8257985711097717,374.0,106.0,106.0,374.0,1.0393955707550049
5,InceptionV3,128,0.3,0.3,32,18,0.9984375238418579,0.9989572763442993,0.9979166388511658,0.9989583492279053,0.9984292387962341,0.9979482293128967,0.9968907833099365,0.9998738765716553,1918.0,2.0,4.0,1916.0,86.96590161323547,0.7916666865348816,0.790020763874054,0.7916666865348816,0.7895833253860474,0.790888786315918,0.7911596298217773,0.5812957882881165,0.8595963716506958,379.0,101.0,100.0,380.0,1.2695016860961914
6,InceptionV3,128,0.3,0.3,32,12,0.989062488079071,0.989588737487793,0.9901041388511658,0.9895833134651184,0.9898554086685181,0.9901021122932434,0.9797096252441406,0.9994160532951355,1900.0,20.0,19.0,1901.0,68.15889406204224,0.7958333492279053,0.7950310707092285,0.800000011920929,0.793749988079071,0.79749995470047,0.7987903356552124,0.5938079953193665,0.8529729843139648,381.0,99.0,96.0,384.0,1.078136920928955
7,InceptionV3,128,0.3,0.3,32,16,0.9901041388511658,0.9911273717880249,0.989062488079071,0.9911458492279053,0.9900711178779602,0.9891570806503296,0.9802388548851013,0.9992958903312683,1903.0,17.0,21.0,1899.0,81.40809154510498,0.7437499761581421,0.7437499761581421,0.7437499761581421,0.7437499761581421,0.7437499165534973,0.7437499761581421,0.48750001192092896,0.8059613108634949,357.0,123.0,123.0,357.0,1.06870698928833
8,InceptionV3,128,0.3,0.3,32,11,0.96875,0.9682456851005554,0.96875,0.9682291746139526,0.9685173630714417,0.9687311053276062,0.9370170831680298,0.9962677359580994,1859.0,61.0,60.0,1860.0,62.56213927268982,0.7708333134651184,0.7692307829856873,0.7708333134651184,0.768750011920929,0.7700319886207581,0.770362913608551,0.5396006107330322,0.8405815958976746,369.0,111.0,110.0,370.0,1.0972919464111328
9,InceptionV3,128,0.3,0.3,32,19,0.9979166388511658,0.9979155659675598,0.9973958134651184,0.9979166388511658,0.9976521134376526,0.9974116086959839,0.9953203797340393,0.9999808073043823,1916.0,4.0,5.0,1915.0,91.99004626274109,0.8125,0.8104166388511658,0.8104166388511658,0.8104166388511658,0.8104079365730286,0.8104471564292908,0.6208638548851013,0.8542274832725525,389.0,91.0,91.0,389.0,1.3313851356506348
10,InceptionV3,128,0.3,0.3,32,17,0.9947916865348816,0.994273841381073,0.9947916865348816,0.9942708611488342,0.9945352673530579,0.9947916865348816,0.9890703558921814,0.999862790107727,1909.0,11.0,10.0,1910.0,94.3429799079895,0.8229166865348816,0.8259958028793335,0.8208333253860474,0.8270833492279053,0.8231480717658997,0.8224747776985168,0.6479644775390625,0.8983311057090759,397.0,83.0,86.0,394.0,1.0831570625305176
11,InceptionV3,128,0.3,0.3,32,13,0.9942708611488342,0.9942678213119507,0.9937499761581421,0.9942708611488342,0.9939812421798706,0.9938446879386902,0.9880587458610535,0.9998067617416382,1909.0,11.0,12.0,1908.0,74.70383787155151,0.7354166507720947,0.7348642945289612,0.7333333492279053,0.7354166507720947,0.7339081168174744,0.7342662811279297,0.46880608797073364,0.8088172078132629,353.0,127.0,128.0,352.0,1.3124339580535889
12,InceptionV3,128,0.3,0.3,32,8,0.9692708253860474,0.96875,0.96875,0.96875,0.9687564969062805,0.9687922596931458,0.9375584721565247,0.9960282444953918,1860.0,60.0,60.0,1860.0,53.35106682777405,0.7979166507720947,0.7966805100440979,0.800000011920929,0.7958333492279053,0.7982692122459412,0.7993279695510864,0.5958760380744934,0.889210045337677,382.0,98.0,96.0,384.0,1.2558484077453613
13,InceptionV3,128,0.3,0.3,32,25,0.996874988079071,0.9968733787536621,0.9963541626930237,0.996874988079071,0.9966103434562683,0.9963856935501099,0.9932528138160706,0.9999580383300781,1914.0,6.0,7.0,1913.0,113.27084040641785,0.7979166507720947,0.7958333492279053,0.7958333492279053,0.7958333492279053,0.7958927750587463,0.7957457900047302,0.5917093753814697,0.8829904198646545,382.0,98.0,98.0,382.0,1.0983257293701172
14,InceptionV3,128,0.3,0.3,32,15,0.9963541626930237,0.9963541626930237,0.9963541626930237,0.9963541626930237,0.9963541626930237,0.9963541626930237,0.9927083253860474,0.9998856782913208,1913.0,7.0,7.0,1913.0,79.7886974811554,0.8229166865348816,0.8215767741203308,0.824999988079071,0.8208333253860474,0.8232051134109497,0.824462354183197,0.6458801031112671,0.8829036355018616,394.0,86.0,84.0,396.0,1.0491759777069092
15,InceptionV3,128,0.3,0.3,32,13,0.9932291507720947,0.9947753548622131,0.9916666746139526,0.9947916865348816,0.9931878447532654,0.9917927980422974,0.9865046143531799,0.9998090267181396,1910.0,10.0,16.0,1904.0,73.74794793128967,0.7770833373069763,0.7770833373069763,0.7770833373069763,0.7770833373069763,0.7770832777023315,0.7770833373069763,0.5541666746139526,0.8394314050674438,373.0,107.0,107.0,373.0,1.0502877235412598
16,InceptionV3,128,0.3,0.3,32,15,0.9963541626930237,0.9968717694282532,0.9958333373069763,0.996874988079071,0.9963376522064209,0.995880663394928,0.9927235841751099,0.9998661279678345,1914.0,6.0,8.0,1912.0,78.06343197822571,0.78125,0.7749999761581421,0.7749999761581421,0.7749999761581421,0.7747241854667664,0.7755905985832214,0.5500692129135132,0.8578515648841858,372.0,108.0,108.0,372.0,1.113417387008667
17,InceptionV3,128,0.3,0.3,32,12,0.9958333373069763,0.9963503479957581,0.995312511920929,0.9963541626930237,0.9958246946334839,0.9953587651252747,0.9916971921920776,0.9992473721504211,1913.0,7.0,9.0,1911.0,68.6554102897644,0.7770833373069763,0.7733888030052185,0.7749999761581421,0.7729166746139526,0.774095892906189,0.7747698426246643,0.5479787588119507,0.8204687237739563,371.0,109.0,108.0,372.0,1.1249895095825195
18,InceptionV3,128,0.3,0.3,32,10,0.9864583611488342,0.9869655966758728,0.9859374761581421,0.9869791865348816,0.9864577054977417,0.9859995245933533,0.9729792475700378,0.99906986951828,1895.0,25.0,27.0,1893.0,60.771340131759644,0.7749999761581421,0.7729166746139526,0.7729166746139526,0.7729166746139526,0.7728387713432312,0.773061215877533,0.5458475947380066,0.8442729115486145,371.0,109.0,109.0,371.0,1.0312449932098389
19,InceptionV3,128,0.3,0.3,32,17,0.9963541626930237,0.9963541626930237,0.9963541626930237,0.9963541626930237,0.9963541626930237,0.9963541626930237,0.9927083253860474,0.9998722076416016,1913.0,7.0,7.0,1913.0,84.61831855773926,0.8229166865348816,0.8225469589233398,0.8208333253860474,0.8229166865348816,0.8217261433601379,0.8211489915847778,0.6437733769416809,0.8854578733444214,395.0,85.0,86.0,394.0,1.1100521087646484
